Year,Startup,Sector,City,Investment_Type,Funding_Amount_MillionUSD,Funding_Amount_USD
2016,Startup_181,AgriTech,Delhi,Series C,425.88,425880000.0
2016,Startup_182,E-commerce,Gurgaon,Series A,19.08,19080000.0
2016,Startup_183,SpaceTech,Mumbai,Private Equity,542.01,542010000.0
2016,Startup_184,EdTech,Noida,Angel,220.6,220600000.0
2016,Startup_185,FoodTech,Gurgaon,Seed,534.55,534549999.99999994
2016,Startup_186,E-commerce,Kolkata,Series D,599.77,599770000.0
2016,Startup_187,EdTech,Chennai,Series E,207.32,207320000.0
2016,Startup_188,CleanTech,Chennai,Pre-Seed,348.26,348260000.0
2016,Startup_189,E-commerce,Chennai,Series F,261.88,261880000.0
2016,Startup_190,EdTech,Hyderabad,Series C,727.58,727580000.0
2016,Startup_191,Gaming,Chennai,Series A,242.97,242970000.0
2016,Startup_192,FoodTech,Delhi,Angel,102.85,102850000.0
2016,Startup_193,Gaming,Noida,Pre-Seed,511.62,511620000.0
2016,Startup_194,CleanTech,Chennai,Private Equity,546.19,546190000.0
2016,Startup_195,SaaS,Kolkata,Series A,736.71,736710000.0
2016,Startup_196,CleanTech,Bengaluru,Series A,249.21,249210000.0
2016,Startup_197,SaaS,Mumbai,Series F,108.11,108110000.0
2016,Startup_198,EdTech,Kolkata,Series B,513.53,513530000.0
2016,Startup_199,Mobility,Noida,Pre-Seed,525.03,525030000.0
2016,Startup_200,Gaming,Hyderabad,Private Equity,448.78,448780000.0
2016,Startup_201,SaaS,Delhi,Seed,164.98,164980000.0
2016,Startup_202,AgriTech,Hyderabad,Series C,675.34,675340000.0
2016,Startup_203,EdTech,Noida,Series A,453.68,453680000.0
2016,Startup_204,AgriTech,Kolkata,Private Equity,542.49,542490000.0
2016,Startup_205,AgriTech,Noida,Series B,564.48,564480000.0
2016,Startup_206,E-commerce,Kolkata,Series D,701.13,701130000.0
2016,Startup_207,AI,Bengaluru,Pre-Seed,139.27,139270000.0
2016,Startup_208,AgriTech,Chennai,Angel,398.09,398090000.0
2016,Startup_209,Gaming,Chennai,Series D,685.42,685420000.0
2016,Startup_210,E-commerce,Delhi,Series A,76.25,76250000.0
2016,Startup_211,FoodTech,Delhi,Series C,670.23,670230000.0
2016,Startup_212,Gaming,Delhi,Series E,226.21,226210000.0
2016,Startup_213,AI,Kolkata,Series C,708.06,708060000.0
2016,Startup_214,FoodTech,Chennai,Series E,295.34,295340000.0
2016,Startup_215,Mobility,Kolkata,Series C,582.57,582570000.0
2016,Startup_216,E-commerce,Hyderabad,Series B,439.98,439980000.0
2016,Startup_217,FinTech,Delhi,Series E,738.53,738530000.0
2016,Startup_218,AI,Mumbai,Private Equity,195.15,195150000.0
2016,Startup_219,SpaceTech,Delhi,Series A,457.25,457250000.0
2016,Startup_220,Mobility,Bengaluru,Private Equity,275.04,275040000.0
2017,Startup_1,HealthTech,Gurgaon,Pre-Seed,111.28,111280000.0
2017,Startup_2,E-commerce,Gurgaon,Series C,743.89,743890000.0
2017,Startup_3,AI,Kolkata,Series D,1.65,1650000.0
2017,Startup_4,FoodTech,Hyderabad,Series C,606.91,606910000.0
2017,Startup_5,SaaS,Delhi,Series C,644.25,644250000.0
2017,Startup_6,SpaceTech,Kolkata,Series F,360.63,360630000.0
2017,Startup_7,SaaS,Pune,Series D,424.04,424040000.0
2017,Startup_8,AgriTech,Gurgaon,Angel,432.08,432080000.0
2017,Startup_9,E-commerce,Noida,Seed,721.58,721580000.0
2017,Startup_10,SpaceTech,Noida,Seed,479.78,479780000.0
2017,Startup_11,AI,Pune,Series A,561.89,561890000.0
2017,Startup_12,CleanTech,Pune,Series A,605.62,605620000.0
2017,Startup_13,AI,Hyderabad,Pre-Seed,86.18,86180000.0
2017,Startup_14,Mobility,Noida,Series E,313.39,313390000.0
2017,Startup_15,AI,Chennai,Series B,491.51,491510000.0
2017,Startup_16,SaaS,Delhi,Series E,602.22,602220000.0
2017,Startup_17,Gaming,Kolkata,Seed,456.77,456770000.0
2017,Startup_18,HealthTech,Gurgaon,Private Equity,172.2,172200000.0
2017,Startup_19,EdTech,Mumbai,Seed,275.15,275150000.0
2017,Startup_20,SpaceTech,Hyderabad,Pre-Seed,139.77,139770000.0
2017,Startup_21,AgriTech,Noida,Seed,135.31,135310000.0
2017,Startup_22,Mobility,Pune,Series A,516.54,516539999.99999994
2017,Startup_23,HealthTech,Chennai,Series F,509.41,509410000.0
2017,Startup_24,Mobility,Mumbai,Series F,19.97,19970000.0
2017,Startup_25,CleanTech,Gurgaon,Series A,727.98,727980000.0
2017,Startup_26,FoodTech,Noida,Series B,686.44,686440000.0
2017,Startup_27,FoodTech,Bengaluru,Angel,57.9,57900000.0
2017,Startup_28,Mobility,Bengaluru,Private Equity,316.05,316050000.0
2017,Startup_29,SpaceTech,Chennai,Seed,267.67,267670000.00000003
2017,Startup_30,HealthTech,Delhi,Series E,289.25,289250000.0
2017,Startup_31,Mobility,Kolkata,Series F,106.24,106240000.0
2017,Startup_32,EdTech,Kolkata,Series B,540.67,540670000.0
2017,Startup_33,HealthTech,Pune,Private Equity,586.44,586440000.0
2017,Startup_34,AI,Bengaluru,Seed,84.59,84590000.0
2017,Startup_35,AI,Pune,Seed,374.24,374240000.0
2017,Startup_36,EdTech,Pune,Series F,759.07,759070000.0
2017,Startup_37,FoodTech,Pune,Pre-Seed,332.1,332100000.0
2017,Startup_38,EdTech,Noida,Series A,285.67,285670000.0
2017,Startup_39,Gaming,Hyderabad,Series F,472.37,472370000.0
2017,Startup_40,FoodTech,Pune,Series E,72.72,72720000.0
2017,Startup_41,SaaS,Gurgaon,Private Equity,641.56,641560000.0
2017,Startup_42,Gaming,Kolkata,Series E,43.94,43940000.0
2017,Startup_43,Mobility,Mumbai,Series E,379.78,379780000.0
2017,Startup_44,Mobility,Chennai,Series D,725.75,725750000.0
2017,Startup_45,Gaming,Gurgaon,Series F,162.0,162000000.0
2017,Startup_46,AgriTech,Noida,Seed,168.39,168390000.0
2017,Startup_47,FinTech,Pune,Series E,597.6,597600000.0
2017,Startup_48,Mobility,Gurgaon,Series B,60.41,60410000.0
2017,Startup_49,Mobility,Noida,Series D,6.0,6000000.0
2017,Startup_50,HealthTech,Chennai,Series A,537.54,537540000.0
2017,Startup_51,EdTech,Mumbai,Series F,46.81,46810000.0
2017,Startup_52,Gaming,Chennai,Series A,638.68,638680000.0
2017,Startup_53,SaaS,Gurgaon,Series D,333.15,333150000.0
2017,Startup_54,HealthTech,Mumbai,Series F,32.31,32310000.000000004
2017,Startup_55,E-commerce,Hyderabad,Series F,737.01,737010000.0
2017,Startup_56,EdTech,Mumbai,Seed,564.03,564030000.0
2017,Startup_57,FoodTech,Kolkata,Seed,46.95,46950000.0
2017,Startup_58,CleanTech,Hyderabad,Series F,108.18,108180000.0
2017,Startup_59,FoodTech,Noida,Series C,506.05,506050000.0
2017,Startup_60,SaaS,Kolkata,Series D,355.46,355460000.0
2017,Startup_61,Gaming,Mumbai,Series C,709.62,709620000.0
2017,Startup_62,Gaming,Bengaluru,Pre-Seed,731.4,731400000.0
2017,Startup_63,SaaS,Bengaluru,Series D,228.04,228040000.0
2017,Startup_64,SaaS,Noida,Angel,229.83,229830000.0
2017,Startup_65,SaaS,Chennai,Series A,557.07,557070000.0
2017,Startup_66,E-commerce,Chennai,Pre-Seed,566.68,566680000.0
2017,Startup_67,E-commerce,Noida,Series A,695.39,695390000.0
2017,Startup_68,Gaming,Bengaluru,Angel,264.79,264790000.00000003
2017,Startup_69,AgriTech,Chennai,Angel,92.91,92910000.0
2017,Startup_70,HealthTech,Hyderabad,Series A,154.75,154750000.0
2017,Startup_71,FinTech,Chennai,Series D,69.26,69260000.0
2017,Startup_72,HealthTech,Gurgaon,Series E,63.14,63140000.0
2017,Startup_73,SaaS,Noida,Series D,658.99,658990000.0
2017,Startup_74,AgriTech,Mumbai,Private Equity,534.81,534809999.99999994
2017,Startup_75,AgriTech,Hyderabad,Series F,158.21,158210000.0
2017,Startup_76,E-commerce,Kolkata,Private Equity,288.9,288900000.0
2017,Startup_77,SaaS,Bengaluru,Series E,143.03,143030000.0
2017,Startup_78,SpaceTech,Kolkata,Series E,210.38,210380000.0
2017,Startup_79,SaaS,Chennai,Angel,454.16,454160000.0
2017,Startup_80,Gaming,Kolkata,Series C,601.03,601030000.0
2017,Startup_81,Gaming,Delhi,Seed,573.48,573480000.0
2017,Startup_82,AgriTech,Chennai,Pre-Seed,713.38,713380000.0
2017,Startup_83,FoodTech,Chennai,Pre-Seed,793.4,793400000.0
2017,Startup_84,SaaS,Pune,Series F,559.19,559190000.0
2017,Startup_85,HealthTech,Bengaluru,Series F,505.27,505270000.0
2017,Startup_86,AI,Noida,Private Equity,733.71,733710000.0
2017,Startup_87,CleanTech,Noida,Pre-Seed,323.14,323140000.0
2017,Startup_88,Mobility,Chennai,Series A,489.03,489030000.0
2017,Startup_89,E-commerce,Pune,Series C,414.8,414800000.0
2017,Startup_90,SaaS,Pune,Series C,752.64,752640000.0
2017,Startup_91,HealthTech,Kolkata,Series A,92.04,92040000.0
2017,Startup_92,E-commerce,Pune,Pre-Seed,163.28,163280000.0
2017,Startup_93,FoodTech,Noida,Pre-Seed,686.72,686720000.0
2017,Startup_94,E-commerce,Chennai,Series A,410.5,410500000.0
2017,Startup_95,Mobility,Gurgaon,Series E,629.86,629860000.0
2017,Startup_96,CleanTech,Chennai,Private Equity,196.3,196300000.0
2017,Startup_97,Gaming,Pune,Series D,353.56,353560000.0
2017,Startup_98,CleanTech,Gurgaon,Series E,140.65,140650000.0
2017,Startup_99,FinTech,Chennai,Series C,349.48,349480000.0
2017,Startup_100,Mobility,Kolkata,Pre-Seed,490.82,490820000.0
2017,Startup_101,FinTech,Noida,Seed,587.55,587550000.0
2017,Startup_102,Gaming,Hyderabad,Angel,785.43,785430000.0
2017,Startup_103,FinTech,Noida,Private Equity,755.1,755100000.0
2017,Startup_104,EdTech,Kolkata,Series B,456.88,456880000.0
2017,Startup_105,Gaming,Gurgaon,Series E,258.15,258149999.99999997
2017,Startup_106,E-commerce,Mumbai,Series D,388.4,388400000.0
2017,Startup_107,SpaceTech,Pune,Series D,548.72,548720000.0
2017,Startup_108,FoodTech,Noida,Angel,625.69,625690000.0
2017,Startup_109,SaaS,Pune,Series B,282.01,282010000.0
2017,Startup_110,FinTech,Bengaluru,Angel,328.49,328490000.0
2017,Startup_111,EdTech,Chennai,Series D,565.48,565480000.0
2017,Startup_112,E-commerce,Noida,Series C,365.53,365530000.0
2017,Startup_113,EdTech,Kolkata,Series F,360.21,360210000.0
2017,Startup_114,Gaming,Pune,Series E,151.24,151240000.0
2017,Startup_115,CleanTech,Hyderabad,Series E,785.7,785700000.0
2017,Startup_116,Gaming,Hyderabad,Series F,552.55,552550000.0
2017,Startup_117,AgriTech,Kolkata,Series C,256.46,256459999.99999997
2017,Startup_118,E-commerce,Kolkata,Series D,95.07,95070000.0
2017,Startup_119,SpaceTech,Delhi,Series B,122.38,122380000.0
2017,Startup_120,HealthTech,Hyderabad,Private Equity,504.63,504630000.0
2017,Startup_121,AgriTech,Delhi,Series D,456.55,456550000.0
2017,Startup_122,CleanTech,Chennai,Pre-Seed,777.64,777640000.0
2017,Startup_123,E-commerce,Pune,Series D,224.14,224140000.0
2017,Startup_124,CleanTech,Chennai,Private Equity,608.45,608450000.0
2017,Startup_125,EdTech,Mumbai,Series D,128.49,128490000.00000001
2017,Startup_126,SpaceTech,Bengaluru,Pre-Seed,137.2,137200000.0
2017,Startup_127,AgriTech,Bengaluru,Series A,322.02,322020000.0
2017,Startup_128,HealthTech,Noida,Seed,105.68,105680000.0
2017,Startup_129,AI,Mumbai,Seed,194.55,194550000.0
2017,Startup_130,E-commerce,Delhi,Pre-Seed,9.89,9890000.0
2017,Startup_131,SpaceTech,Bengaluru,Series B,29.83,29830000.0
2017,Startup_132,SaaS,Bengaluru,Series D,777.56,777560000.0
2017,Startup_133,AgriTech,Pune,Series E,48.69,48690000.0
2017,Startup_134,Mobility,Pune,Series F,670.42,670420000.0
2017,Startup_135,EdTech,Mumbai,Series D,474.72,474720000.0
2017,Startup_136,AgriTech,Pune,Angel,226.15,226150000.0
2017,Startup_137,EdTech,Gurgaon,Series A,238.29,238290000.0
2017,Startup_138,FinTech,Noida,Series D,670.31,670310000.0
2017,Startup_139,E-commerce,Delhi,Series F,181.59,181590000.0
2017,Startup_140,FinTech,Delhi,Seed,224.3,224300000.0
2017,Startup_141,AgriTech,Kolkata,Series B,333.08,333080000.0
2017,Startup_142,SpaceTech,Gurgaon,Pre-Seed,3.36,3360000.0
2017,Startup_143,HealthTech,Kolkata,Seed,5.87,5870000.0
2017,Startup_144,EdTech,Noida,Pre-Seed,185.61,185610000.0
2017,Startup_145,SpaceTech,Kolkata,Angel,453.88,453880000.0
2017,Startup_146,SaaS,Noida,Series B,59.45,59450000.0
2017,Startup_147,CleanTech,Bengaluru,Seed,205.47,205470000.0
2017,Startup_148,FinTech,Mumbai,Series A,171.81,171810000.0
2017,Startup_149,FoodTech,Bengaluru,Series C,611.69,611690000.0
2017,Startup_150,E-commerce,Pune,Series C,517.69,517690000.00000006
2017,Startup_151,FinTech,Chennai,Pre-Seed,413.45,413450000.0
2017,Startup_152,AI,Pune,Series A,641.31,641310000.0
2017,Startup_153,SaaS,Delhi,Pre-Seed,226.23,226230000.0
2017,Startup_154,AI,Noida,Angel,9.74,9740000.0
2017,Startup_155,EdTech,Pune,Series D,195.53,195530000.0
2017,Startup_156,AgriTech,Noida,Series D,754.83,754830000.0
2017,Startup_157,FoodTech,Delhi,Series E,595.11,595110000.0
2017,Startup_158,AgriTech,Noida,Series C,500.53,500530000.0
2017,Startup_159,Gaming,Hyderabad,Series D,611.32,611320000.0
2017,Startup_160,HealthTech,Gurgaon,Pre-Seed,539.19,539190000.0
2017,Startup_161,E-commerce,Noida,Pre-Seed,286.72,286720000.0
2017,Startup_162,CleanTech,Pune,Series D,192.32,192320000.0
2017,Startup_163,Mobility,Pune,Seed,451.31,451310000.0
2017,Startup_164,EdTech,Gurgaon,Series B,237.78,237780000.0
2017,Startup_165,E-commerce,Delhi,Series F,267.77,267769999.99999997
2017,Startup_166,E-commerce,Pune,Series A,683.83,683830000.0
2017,Startup_167,Mobility,Pune,Pre-Seed,242.63,242630000.0
2017,Startup_168,Gaming,Gurgaon,Series F,776.68,776680000.0
2017,Startup_169,SpaceTech,Delhi,Seed,311.27,311270000.0
2017,Startup_170,AI,Pune,Series A,528.96,528960000.00000006
2017,Startup_171,CleanTech,Kolkata,Series E,180.94,180940000.0
2017,Startup_172,FoodTech,Chennai,Series F,62.74,62740000.0
2017,Startup_173,AgriTech,Chennai,Series B,179.44,179440000.0
2017,Startup_174,CleanTech,Delhi,Series F,222.35,222350000.0
2017,Startup_175,FinTech,Bengaluru,Series E,76.88,76880000.0
2017,Startup_176,FoodTech,Gurgaon,Angel,175.86,175860000.0
2017,Startup_177,Gaming,Kolkata,Series E,443.8,443800000.0
2017,Startup_178,SpaceTech,Chennai,Pre-Seed,123.46,123460000.0
2017,Startup_179,SaaS,Gurgaon,Seed,504.47,504470000.0
2017,Startup_180,FinTech,Mumbai,Seed,171.06,171060000.0
2017,Startup_181,FinTech,Hyderabad,Series E,757.95,757950000.0
2017,Startup_182,FinTech,Noida,Seed,59.43,59430000.0
2017,Startup_183,FinTech,Bengaluru,Series E,315.29,315290000.0
2017,Startup_184,SaaS,Hyderabad,Series C,606.86,606860000.0
2017,Startup_185,AI,Noida,Series E,280.7,280700000.0
2017,Startup_186,FinTech,Gurgaon,Series E,238.89,238890000.0
2017,Startup_187,E-commerce,Mumbai,Seed,458.65,458650000.0
2017,Startup_188,SpaceTech,Kolkata,Series E,503.77,503770000.0
2017,Startup_189,FinTech,Gurgaon,Series E,40.67,40670000.0
2017,Startup_190,AI,Hyderabad,Seed,298.4,298400000.0
2017,Startup_191,Gaming,Mumbai,Angel,540.57,540570000.0
2017,Startup_192,SaaS,Gurgaon,Angel,2.77,2770000.0
2017,Startup_193,HealthTech,Pune,Series A,596.85,596850000.0
2017,Startup_194,AI,Kolkata,Series C,305.53,305530000.0
2017,Startup_195,Mobility,Gurgaon,Series F,359.51,359510000.0
2017,Startup_196,AgriTech,Pune,Series D,525.96,525960000.00000006
2017,Startup_197,AgriTech,Gurgaon,Private Equity,38.78,38780000.0
2017,Startup_198,E-commerce,Pune,Series D,657.84,657840000.0
2017,Startup_199,E-commerce,Chennai,Series D,239.95,239950000.0
2017,Startup_200,AgriTech,Delhi,Series A,17.57,17570000.0
2017,Startup_201,FinTech,Delhi,Series F,306.02,306020000.0
2017,Startup_202,Gaming,Chennai,Series A,676.64,676640000.0
2017,Startup_203,FinTech,Mumbai,Seed,12.29,12290000.0
2017,Startup_204,Gaming,Bengaluru,Pre-Seed,718.82,718820000.0
2017,Startup_205,HealthTech,Delhi,Private Equity,85.52,85520000.0
2017,Startup_206,SaaS,Pune,Series B,80.86,80860000.0
2017,Startup_207,CleanTech,Chennai,Series A,74.62,74620000.0
2017,Startup_208,FoodTech,Kolkata,Series C,400.23,400230000.0
2017,Startup_209,FoodTech,Pune,Seed,261.43,261430000.0
2017,Startup_210,SpaceTech,Pune,Pre-Seed,554.2,554200000.0
2017,Startup_211,EdTech,Kolkata,Series D,756.98,756980000.0
2017,Startup_212,SpaceTech,Hyderabad,Pre-Seed,754.78,754780000.0
2017,Startup_213,SpaceTech,Bengaluru,Private Equity,139.31,139310000.0
2017,Startup_214,SaaS,Mumbai,Series F,500.71,500710000.0
2017,Startup_215,FinTech,Pune,Angel,433.96,433960000.0
2017,Startup_216,Mobility,Delhi,Series D,553.51,553510000.0
2017,Startup_217,HealthTech,Pune,Pre-Seed,213.68,213680000.0
2017,Startup_218,Gaming,Delhi,Series B,346.08,346080000.0
2017,Startup_219,FoodTech,Gurgaon,Pre-Seed,697.07,697070000.0
2017,Startup_220,SpaceTech,Pune,Private Equity,451.8,451800000.0
2018,Startup_1,AgriTech,Bengaluru,Series A,424.04,424040000.0
2018,Startup_2,E-commerce,Delhi,Series F,769.0,769000000.0
2018,Startup_3,HealthTech,Kolkata,Private Equity,60.26,60260000.0
2018,Startup_4,AI,Bengaluru,Series B,578.7,578700000.0
2018,Startup_5,SpaceTech,Delhi,Series C,774.37,774370000.0
2018,Startup_6,Gaming,Delhi,Series F,760.86,760860000.0
2018,Startup_7,AgriTech,Noida,Seed,697.3,697300000.0
2018,Startup_8,E-commerce,Kolkata,Series A,401.4,401400000.0
2018,Startup_9,SpaceTech,Chennai,Series F,269.04,269040000.0
2018,Startup_10,Gaming,Noida,Angel,469.55,469550000.0
2018,Startup_11,SpaceTech,Kolkata,Series E,77.36,77360000.0
2018,Startup_12,FoodTech,Noida,Series F,51.64,51640000.0
2018,Startup_13,AgriTech,Pune,Series A,131.39,131389999.99999999
2018,Startup_14,EdTech,Gurgaon,Series A,630.23,630230000.0
2018,Startup_15,SpaceTech,Gurgaon,Series C,522.59,522590000.00000006
2018,Startup_16,AgriTech,Pune,Private Equity,680.95,680950000.0
2018,Startup_17,SpaceTech,Noida,Series B,543.97,543970000.0
2018,Startup_18,SpaceTech,Gurgaon,Seed,708.26,708260000.0
2018,Startup_19,AgriTech,Kolkata,Series B,554.22,554220000.0
2018,Startup_20,Mobility,Noida,Series B,512.53,512530000.0
2018,Startup_21,HealthTech,Chennai,Series C,318.32,318320000.0
2018,Startup_22,Mobility,Noida,Seed,82.95,82950000.0
2018,Startup_23,HealthTech,Mumbai,Pre-Seed,623.21,623210000.0
2018,Startup_24,SpaceTech,Bengaluru,Seed,788.05,788050000.0
2018,Startup_25,E-commerce,Kolkata,Private Equity,559.63,559630000.0
2018,Startup_26,E-commerce,Kolkata,Pre-Seed,795.79,795790000.0
2018,Startup_27,EdTech,Delhi,Series A,676.76,676760000.0
2018,Startup_28,CleanTech,Noida,Series B,567.0,567000000.0
2018,Startup_29,FinTech,Delhi,Angel,383.4,383400000.0
2018,Startup_30,CleanTech,Kolkata,Series A,552.76,552760000.0
2018,Startup_31,Gaming,Delhi,Series C,431.23,431230000.0
2018,Startup_32,Mobility,Noida,Series C,94.74,94740000.0
2018,Startup_33,HealthTech,Pune,Series D,671.83,671830000.0
2018,Startup_34,FoodTech,Delhi,Series F,795.99,795990000.0
2018,Startup_35,AgriTech,Chennai,Private Equity,390.73,390730000.0
2018,Startup_36,FoodTech,Noida,Private Equity,88.42,88420000.0
2018,Startup_37,EdTech,Pune,Angel,159.93,159930000.0
2018,Startup_38,AgriTech,Pune,Series F,519.94,519940000.00000006
2018,Startup_39,E-commerce,Gurgaon,Series B,220.74,220740000.0
2018,Startup_40,Gaming,Bengaluru,Seed,404.07,404070000.0
2018,Startup_41,Mobility,Delhi,Series C,293.73,293730000.0
2018,Startup_42,FoodTech,Noida,Seed,647.68,647680000.0
2018,Startup_43,FoodTech,Kolkata,Series C,167.2,167200000.0
2018,Startup_44,FoodTech,Kolkata,Angel,122.41,122410000.0
2018,Startup_45,CleanTech,Pune,Pre-Seed,160.72,160720000.0
2018,Startup_46,HealthTech,Noida,Series D,39.06,39060000.0
2018,Startup_47,E-commerce,Kolkata,Series C,430.95,430950000.0
2018,Startup_48,E-commerce,Mumbai,Series F,266.64,266640000.0
2018,Startup_49,Mobility,Kolkata,Series E,227.51,227510000.0
2018,Startup_50,AgriTech,Hyderabad,Series B,322.88,322880000.0
2018,Startup_51,SpaceTech,Kolkata,Pre-Seed,273.84,273840000.0
2018,Startup_52,AgriTech,Chennai,Series D,291.64,291640000.0
2018,Startup_53,SpaceTech,Mumbai,Series A,346.9,346900000.0
2018,Startup_54,FoodTech,Pune,Series A,605.91,605910000.0
2018,Startup_55,SpaceTech,Gurgaon,Series E,572.08,572080000.0
2018,Startup_56,Mobility,Chennai,Series C,149.67,149670000.0
2018,Startup_57,EdTech,Chennai,Series C,383.4,383400000.0
2018,Startup_58,FoodTech,Kolkata,Seed,117.42,117420000.0
2018,Startup_59,Gaming,Pune,Seed,167.71,167710000.0
2018,Startup_60,Mobility,Hyderabad,Series B,43.1,43100000.0
2018,Startup_61,AgriTech,Hyderabad,Series D,256.28,256279999.99999997
2018,Startup_62,E-commerce,Pune,Private Equity,114.42,114420000.0
2018,Startup_63,EdTech,Hyderabad,Series D,700.08,700080000.0
2018,Startup_64,HealthTech,Gurgaon,Pre-Seed,56.08,56080000.0
2018,Startup_65,SaaS,Bengaluru,Series C,399.97,399970000.0
2018,Startup_66,CleanTech,Pune,Series F,323.77,323770000.0
2018,Startup_67,SpaceTech,Delhi,Series E,267.87,267870000.0
2018,Startup_68,HealthTech,Delhi,Series D,416.28,416280000.0
2018,Startup_69,HealthTech,Gurgaon,Series F,295.53,295530000.0
2018,Startup_70,FinTech,Mumbai,Seed,368.65,368650000.0
2018,Startup_71,SpaceTech,Noida,Series A,612.05,612050000.0
2018,Startup_72,SaaS,Gurgaon,Series C,480.49,480490000.0
2018,Startup_73,EdTech,Noida,Series A,380.19,380190000.0
2018,Startup_74,AI,Pune,Series E,508.17,508170000.0
2018,Startup_75,EdTech,Hyderabad,Series C,143.79,143790000.0
2018,Startup_76,SaaS,Pune,Series D,673.51,673510000.0
2018,Startup_77,Gaming,Pune,Series B,110.71,110710000.0
2018,Startup_78,CleanTech,Pune,Series B,760.41,760410000.0
2018,Startup_79,EdTech,Noida,Pre-Seed,739.25,739250000.0
2018,Startup_80,E-commerce,Chennai,Series A,382.21,382210000.0
2018,Startup_81,SaaS,Mumbai,Series D,266.34,266339999.99999997
2018,Startup_82,E-commerce,Mumbai,Pre-Seed,741.24,741240000.0
2018,Startup_83,FoodTech,Chennai,Pre-Seed,29.89,29890000.0
2018,Startup_84,Gaming,Bengaluru,Series D,153.77,153770000.0
2018,Startup_85,HealthTech,Delhi,Angel,215.56,215560000.0
2018,Startup_86,Mobility,Delhi,Private Equity,407.3,407300000.0
2018,Startup_87,SpaceTech,Pune,Angel,5.92,5920000.0
2018,Startup_88,CleanTech,Delhi,Series A,606.53,606530000.0
2018,Startup_89,Mobility,Chennai,Angel,3.32,3320000.0
2018,Startup_90,HealthTech,Gurgaon,Series A,756.15,756150000.0
2018,Startup_91,AgriTech,Mumbai,Private Equity,536.77,536770000.0
2018,Startup_92,AgriTech,Chennai,Series A,637.86,637860000.0
2018,Startup_93,SaaS,Chennai,Seed,452.61,452610000.0
2018,Startup_94,CleanTech,Noida,Pre-Seed,275.65,275650000.0
2018,Startup_95,SaaS,Kolkata,Series F,308.81,308810000.0
2018,Startup_96,FinTech,Noida,Pre-Seed,777.83,777830000.0
2018,Startup_97,FinTech,Hyderabad,Series D,780.02,780020000.0
2018,Startup_98,AgriTech,Mumbai,Series E,124.77,124770000.0
2018,Startup_99,E-commerce,Hyderabad,Series A,549.3,549300000.0
2018,Startup_100,SaaS,Mumbai,Pre-Seed,141.08,141080000.0
2018,Startup_101,EdTech,Delhi,Series D,734.56,734560000.0
2018,Startup_102,SpaceTech,Pune,Angel,608.46,608460000.0
2018,Startup_103,FinTech,Delhi,Series E,750.34,750340000.0
2018,Startup_104,SaaS,Pune,Series F,54.7,54700000.0
2018,Startup_105,AgriTech,Noida,Seed,55.98,55980000.0
2018,Startup_106,CleanTech,Bengaluru,Pre-Seed,626.48,626480000.0
2018,Startup_107,Gaming,Noida,Angel,596.55,596550000.0
2018,Startup_108,FoodTech,Bengaluru,Series E,756.73,756730000.0
2018,Startup_109,AI,Noida,Series E,391.12,391120000.0
2018,Startup_110,E-commerce,Noida,Series F,404.01,404010000.0
2018,Startup_111,AgriTech,Hyderabad,Series D,764.03,764030000.0
2018,Startup_112,SpaceTech,Gurgaon,Angel,253.04,253040000.0
2018,Startup_113,SaaS,Bengaluru,Pre-Seed,691.35,691350000.0
2018,Startup_114,E-commerce,Gurgaon,Series D,543.09,543090000.0
2018,Startup_115,EdTech,Kolkata,Pre-Seed,86.48,86480000.0
2018,Startup_116,FoodTech,Gurgaon,Series D,562.79,562790000.0
2018,Startup_117,E-commerce,Mumbai,Series C,225.56,225560000.0
2018,Startup_118,FoodTech,Mumbai,Series B,663.68,663680000.0
2018,Startup_119,HealthTech,Bengaluru,Series A,711.0,711000000.0
2018,Startup_120,Gaming,Chennai,Series B,110.28,110280000.0
2018,Startup_121,CleanTech,Hyderabad,Angel,630.6,630600000.0
2018,Startup_122,Mobility,Bengaluru,Seed,750.24,750240000.0
2018,Startup_123,Gaming,Pune,Private Equity,260.58,260579999.99999997
2018,Startup_124,AI,Mumbai,Series D,166.97,166970000.0
2018,Startup_125,FinTech,Chennai,Series A,655.53,655530000.0
2018,Startup_126,SaaS,Gurgaon,Series D,279.14,279140000.0
2018,Startup_127,FoodTech,Hyderabad,Pre-Seed,33.45,33450000.000000004
2018,Startup_128,AgriTech,Gurgaon,Private Equity,292.44,292440000.0
2018,Startup_129,SaaS,Chennai,Series D,507.2,507200000.0
2018,Startup_130,Mobility,Bengaluru,Pre-Seed,230.52,230520000.0
2018,Startup_131,HealthTech,Chennai,Series C,186.06,186060000.0
2018,Startup_132,HealthTech,Bengaluru,Angel,394.72,394720000.0
2018,Startup_133,HealthTech,Bengaluru,Series E,696.8,696800000.0
2018,Startup_134,AgriTech,Pune,Series A,322.67,322670000.0
2018,Startup_135,E-commerce,Mumbai,Angel,332.78,332780000.0
2018,Startup_136,AgriTech,Chennai,Series A,23.54,23540000.0
2018,Startup_137,SaaS,Hyderabad,Seed,258.68,258680000.0
2018,Startup_138,SpaceTech,Chennai,Series F,799.04,799040000.0
2018,Startup_139,AgriTech,Gurgaon,Series E,426.58,426580000.0
2018,Startup_140,SpaceTech,Pune,Series C,563.69,563690000.0
2018,Startup_141,E-commerce,Bengaluru,Series E,444.89,444890000.0
